Name,Plot,Entry,Rep,Location,Planting Date (date),Protein (1st; %),Histidine (1st; %),Serine (1st; %),Arginine (1st; %),Glycine (1st; %),Aspartic acid (1st; %),Glutamic acid (1st; %),Threonine (1st; %),Alanine (1st; %),Proline (1st; %),Cysteine (1st; %),Lysine (1st; %),Tyrosine (1st; %),Methionine (1st; %),Valine (1st; %),Isoleucine (1st; %),Leucine (1st; %),Phenylalanine (1st; %),Tryptophan (1st; %),Sample Name (1st; text)
CDC Vantage AGL,NA,25,1,"Rosthern, Canada",2016,28.95377,0.8533387,1.416461,1.964303,1.165187,3.348344,4.595099,1.095907,1.181036,1.203403,0.266406,1.93155,0.8485324,0.2822836,1.380139,1.221467,2.098579,1.417058,0.2218751,16 ros 025
CDC Vantage AGL,NA,25,1,"Sutherland, Canada",2016,29.17578,0.9178417,1.404746,1.934157,1.157647,3.295157,4.535003,1.063495,1.191431,1.1964,0.2704216,1.905074,0.8453164,0.2715347,1.347823,1.205202,2.0569,1.382237,0.2261421,16 sut 025
CN 105604 AGL,NA,26,1,"Rosthern, Canada",2017,27.17323,0.7346446,1.334149,2.016796,1.051237,3.040416,4.224103,1.049745,1.06985,1.140869,0.2563235,1.718228,0.8024322,0.2422575,1.319628,1.155027,1.955883,1.355651,0.2100304,ros 26 sst who
CN 105604 AGL,NA,26,1,"Sutherland, Canada",2017,26.12494,0.8576329,1.248729,1.846247,0.9959233,2.879507,4.016448,0.9846928,1.050307,1.087787,0.2393669,1.682919,0.7530931,0.2369724,1.255775,1.093913,1.841594,1.281118,0.2025842,sut 26 sst who
CN 105604 AGL,NA,26,1,"Rosthern, Canada",2016,28.45997,0.9430094,1.362627,1.940384,1.084462,3.217827,4.435287,0.9822904,1.102591,1.160085,0.2367809,1.837051,0.78659,0.2665208,1.316839,1.156952,2.006268,1.351525,0.2088012,16 ros 026
CN 105604 AGL,NA,26,1,"Sutherland, Canada",2016,28.92264,1.068252,1.360931,1.925909,1.083052,3.132792,4.439368,0.9611143,1.088927,1.152474,0.2345572,1.827929,0.7908937,0.2518868,1.316538,1.16577,1.999043,1.349703,0.2103505,16 sut 026
CN 105605 AGL,NA,27,1,"Rosthern, Canada",2017,26.82134,0.6268615,1.314406,1.951757,1.050241,3.083338,4.184648,1.129584,1.090076,1.129578,0.2787939,1.739985,0.7925944,0.2573459,1.312041,1.142358,1.932535,1.334537,0.2186236,ros 27 sst who
CN 105605 AGL,NA,27,1,"Sutherland, Canada",2017,27.7495,0.7227998,1.354112,2.04221,1.073117,3.167429,4.340622,1.144936,1.141418,1.13385,0.2659047,1.821355,0.8133636,0.2575725,1.349896,1.166455,1.981682,1.365819,0.2196856,sut 27 sst who
CN 105605 AGL,NA,27,1,"Rosthern, Canada",2016,29.62245,0.8676813,1.431208,2.059925,1.137219,3.508684,4.665071,1.067507,1.204537,1.206383,0.2701319,1.943266,0.8370494,0.2884796,1.391189,1.218545,2.108435,1.41471,0.2279347,16 ros 027
CN 105605 AGL,NA,27,1,"Sutherland, Canada",2016,29.43827,0.8825332,1.430469,2.010481,1.13728,3.417225,4.641679,1.045344,1.182448,1.18836,0.2656521,1.934248,0.8292048,0.278759,1.388637,1.221023,2.098898,1.40136,0.2250482,16 sut 027
CN 105715 AGL,NA,28,1,"Rosthern, Canada",2017,28.37177,0.7533456,1.440466,2.171295,1.095515,3.189901,4.550331,1.087206,1.10602,1.164894,0.27955,1.841336,0.8663764,0.2456833,1.42747,1.270202,2.054982,1.448298,0.2220077,ros 28 sst who
CN 105715 AGL,NA,28,1,"Sutherland, Canada",2017,29.74064,0.879546,1.48188,2.282888,1.139475,3.356485,4.75077,1.102866,1.188542,1.222971,0.2633466,1.921936,0.879118,0.2579604,1.472649,1.29434,2.143342,1.488033,0.2284523,sut 28 sst who
CN 105715 AGL,NA,28,1,"Rosthern, Canada",2016,30.74439,0.9557621,1.509324,2.213714,1.171571,3.535292,4.946817,1.075144,1.188987,1.243633,0.2577927,2.005751,0.8828663,0.2781625,1.461633,1.299407,2.210843,1.49557,0.2245398,16 ros 028
CN 105715 AGL,NA,28,1,"Sutherland, Canada",2016,32.69125,1.089442,1.579626,2.367307,1.226657,3.648906,5.1869,1.113087,1.24477,1.285019,0.2641112,2.075686,0.9027666,0.2663752,1.530514,1.364048,2.312582,1.563151,0.2389146,16 sut 028
CN 105732 AGL,NA,29,1,"Rosthern, Canada",2017,30.47396,0.9365425,1.477968,2.321665,1.19919,3.447881,4.788929,1.195706,1.206449,1.246483,0.2748141,1.939925,0.8987463,0.272525,1.477188,1.288528,2.160925,1.491666,0.2378324,ros 29 sst who
CN 105732 AGL,NA,29,1,"Sutherland, Canada",2017,31.85315,0.9892328,1.525189,2.485255,1.221265,3.599775,5.011408,1.258991,1.234595,1.278962,0.2792712,1.993796,0.9333034,0.269988,1.525977,1.33652,2.235252,1.549393,0.2446281,sut 29 sst who
CN 105732 AGL,NA,29,1,"Rosthern, Canada",2016,31.78251,1.024915,1.494565,2.238396,1.219155,3.580553,5.007692,1.117594,1.239323,1.302736,0.2483368,2.030396,0.8770478,0.2797904,1.463146,1.291964,2.236522,1.496381,0.2359054,16 ros 029
CN 105732 AGL,NA,29,1,"Sutherland, Canada",2016,31.23585,1.018827,1.484631,2.181294,1.205827,3.495549,4.916379,1.072812,1.211526,1.261199,0.256595,1.987528,0.8729249,0.2745467,1.438441,1.279489,2.188358,1.46699,0.230792,16 sut 029
CN 105767 AGL,NA,30,1,"Rosthern, Canada",2017,29.13231,0.8174471,1.418866,2.220603,1.148875,3.332291,4.639061,1.162118,1.179792,1.209091,0.2746467,1.875594,0.873351,0.2630685,1.426478,1.246425,2.103361,1.46216,0.2293303,ros 30 sst who
CN 105767 AGL,NA,30,1,"Sutherland, Canada",2017,29.1459,0.9285671,1.397966,2.196411,1.13861,3.273237,4.524558,1.171961,1.155958,1.195609,0.2775567,1.833248,0.866535,0.2549619,1.386102,1.21256,2.054243,1.420301,0.2293231,sut 30 sst who
CN 105767 AGL,NA,30,1,"Rosthern, Canada",2016,27.64246,0.843138,1.326777,1.82552,1.081119,3.175373,4.330568,0.9753737,1.131116,1.165469,0.2442038,1.835956,0.7714297,0.2587134,1.291844,1.13994,1.969802,1.328182,0.2138326,16 ros 030
CN 105767 AGL,NA,30,1,"Sutherland, Canada",2016,29.53514,0.9861652,1.402756,2.035483,1.121608,3.310398,4.600235,1.015407,1.144088,1.21188,0.2533918,1.895175,0.8219354,0.2594032,1.36303,1.213071,2.08294,1.405215,0.216216,16 sut 030
CN 105777 AGL,NA,31,1,"Rosthern, Canada",2017,27.44049,0.8240256,1.334523,2.042623,1.086437,3.055071,4.297177,1.113175,1.104155,1.133601,0.2558358,1.793008,0.8219992,0.2430015,1.356158,1.179519,1.967245,1.372443,0.2165314,ros 31 sst who
CN 105777 AGL,NA,31,1,"Sutherland, Canada",2017,30.93172,0.9583609,1.50861,2.429525,1.158857,3.518242,4.816176,1.185934,1.17406,1.228232,0.3033944,1.916478,0.9072763,0.2523914,1.475764,1.282283,2.178384,1.518215,0.24305,sut 31 sst who
CN 105777 AGL,NA,31,1,"Rosthern, Canada",2016,31.1316,1.127751,1.474187,2.311402,1.156034,3.697778,4.80243,0.9915473,1.226418,1.258308,0.2698551,1.950322,0.8381074,0.2604394,1.420261,1.23603,2.147929,1.452219,0.2382465,16 ros 031
CN 105777 AGL,NA,31,1,"Sutherland, Canada",2016,31.23244,1.178226,1.467173,2.185526,1.163317,3.524876,4.843568,1.019053,1.201359,1.221666,0.2614028,1.950186,0.8556305,0.2692475,1.408207,1.243538,2.153512,1.445556,0.2310873,16 sut 031
CN 105789 AGL,NA,32,1,"Rosthern, Canada",2017,29.06098,0.8427504,1.407216,2.208997,1.11729,3.314964,4.570842,1.152691,1.154304,1.175735,0.2630523,1.84711,0.8569692,0.2604554,1.411984,1.219527,2.068931,1.421703,0.2303357,ros 32 sst who
CN 105789 AGL,NA,32,1,"Sutherland, Canada",2017,29.13048,1.000703,1.398959,2.234471,1.116826,3.180315,4.457344,1.068916,1.186358,1.20707,0.2645373,1.794843,0.8517757,0.2494243,1.404197,1.209556,2.051947,1.41836,0.2307246,sut 32 sst who
CN 105789 AGL,NA,32,1,"Rosthern, Canada",2016,30.58449,1.04627,1.456132,2.174834,1.152068,3.585456,4.800709,1.033497,1.194139,1.22505,0.2540988,1.944908,0.8457642,0.2785147,1.415787,1.234013,2.131751,1.426704,0.2338944,16 ros 032
CN 105789 AGL,NA,32,1,"Sutherland, Canada",2016,32.17154,1.095505,1.534616,2.311723,1.22727,3.712206,5.056895,1.108112,1.234633,1.253938,0.270422,2.017485,0.8986351,0.2849551,1.497001,1.310286,2.255065,1.500663,0.2415712,16 sut 032
CN 105791 AGL,NA,33,1,"Rosthern, Canada",2017,30.17086,0.9215878,1.457357,2.398743,1.148654,3.495425,4.722428,1.178062,1.168605,1.226868,0.2997635,1.882332,0.9253037,0.2663681,1.437438,1.250317,2.137982,1.485443,0.2361157,ros 33 sst who
CN 105791 AGL,NA,33,1,"Sutherland, Canada",2017,29.49189,0.9804308,1.434512,2.338966,1.125033,3.361605,4.57836,1.10016,1.183991,1.204637,0.2905045,1.84198,0.9004754,0.2540326,1.421868,1.230608,2.080331,1.457237,0.2329063,sut 33 sst who
CN 105791 AGL,NA,33,1,"Rosthern, Canada",2016,31.57599,1.250862,1.502627,2.367503,1.148113,3.645614,4.80869,0.9750591,1.217297,1.25469,0.272256,1.978073,0.8684726,0.2547575,1.44342,1.249808,2.159246,1.478948,0.2334306,16 ros 033
CN 105791 AGL,NA,33,1,"Sutherland, Canada",2016,31.33002,1.160037,1.490692,2.26774,1.135808,3.538732,4.837698,0.9997087,1.148557,1.227863,0.2715607,1.955081,0.8810296,0.2528628,1.43326,1.259686,2.155702,1.462635,0.2274735,16 sut 033
CN 105862 AGL,NA,34,1,"Rosthern, Canada",2017,30.73894,0.9071866,1.519521,2.378056,1.203867,3.489019,4.966159,1.227283,1.237943,1.246443,0.2688459,2.000545,0.9291758,0.2740465,1.515142,1.321749,2.215002,1.541961,0.2395338,ros 34 sst who
CN 105862 AGL,NA,34,1,"Sutherland, Canada",2017,29.71747,1.021399,1.430014,2.297911,1.129832,3.228888,4.648557,1.120402,1.184687,1.228387,0.2537501,1.869049,0.8884347,0.2408068,1.42869,1.258006,2.094003,1.464967,0.2260024,sut 34 sst who
CN 105862 AGL,NA,34,1,"Rosthern, Canada",2016,31.4567,1.086976,1.502191,2.191675,1.208986,3.490128,4.890146,1.066697,1.276917,1.301256,0.2442532,2.036142,0.8844672,0.2656596,1.465298,1.286437,2.216238,1.496642,0.2355726,16 ros 034
CN 105862 AGL,NA,34,1,"Sutherland, Canada",2016,30.01701,1.004134,1.430501,2.024572,1.137194,3.289838,4.666456,0.996641,1.160397,1.213937,0.2493199,1.919022,0.8521755,0.2537998,1.38404,1.230749,2.090949,1.407652,0.222722,16 sut 034
CN 105863 AGL,NA,35,1,"Rosthern, Canada",2017,30.27401,0.9270733,1.487313,2.342278,1.175222,3.337282,4.829636,1.210428,1.204839,1.247005,0.2655687,1.97089,0.9092503,0.2617356,1.481243,1.285064,2.174569,1.518399,0.2345252,ros 35 sst who
CN 105863 AGL,NA,35,1,"Sutherland, Canada",2017,29.60799,0.9134626,1.413624,2.263837,1.130803,3.213501,4.690575,1.128953,1.168818,1.242358,0.2455899,1.889769,0.8687791,0.2532707,1.417844,1.242965,2.100371,1.464148,0.2234237,sut 35 sst who
CN 105863 AGL,NA,35,1,"Rosthern, Canada",2016,31.52771,1.075819,1.499314,2.2237,1.195964,3.524815,4.953094,1.069139,1.246902,1.298828,0.2432161,2.028514,0.8776954,0.2668511,1.45464,1.28274,2.229533,1.497552,0.2333369,16 ros 035
CN 105863 AGL,NA,35,1,"Sutherland, Canada",2016,31.36062,1.019018,1.468529,2.165786,1.161043,3.302325,4.832554,1.056753,1.181624,1.281104,0.2372958,1.96888,0.8426876,0.2559182,1.404374,1.257583,2.172185,1.461333,0.2194654,16 sut 035
CN 105864 AGL,NA,36,1,"Rosthern, Canada",2017,29.17518,0.8858914,1.413456,2.200138,1.13184,3.310289,4.627691,1.13506,1.163266,1.201865,0.2677265,1.877334,0.8664334,0.2593379,1.415242,1.23646,2.083573,1.444951,0.2255879,ros 36 sst who
CN 105864 AGL,NA,36,1,"Sutherland, Canada",2017,28.98585,0.9129787,1.387815,2.180925,1.127326,3.280075,4.581591,1.11854,1.160126,1.206585,0.2590986,1.846292,0.8462799,0.2542558,1.39135,1.224396,2.066123,1.436848,0.2195067,sut 36 sst who
CN 105864 AGL,NA,36,1,"Rosthern, Canada",2016,32.95911,1.119491,1.566803,2.360839,1.279976,3.766339,5.140761,1.127237,1.41135,1.355595,0.269679,2.095514,0.9288456,0.2835879,1.538036,1.364003,2.317668,1.565258,0.2458792,16 ros 036
CN 105864 AGL,NA,36,1,"Sutherland, Canada",2016,29.50272,0.9985201,1.406637,2.002968,1.140849,3.341742,4.670413,1.006189,1.160716,1.211666,0.2401466,1.900686,0.8201964,0.2630604,1.356695,1.21377,2.090504,1.397833,0.2157262,16 sut 036
CN 105865 AGL,NA,37,1,"Rosthern, Canada",2017,29.74095,0.8403755,1.499844,2.311347,1.187656,3.401488,4.854238,1.169457,1.203981,1.234085,0.2737507,1.959265,0.9025757,0.2671625,1.492321,1.300145,2.182134,1.518661,0.2341322,ros 37 sst who
CN 105865 AGL,NA,37,1,"Sutherland, Canada",2017,29.05878,0.9398949,1.406676,2.247519,1.109164,3.169324,4.61512,1.080671,1.147676,1.207974,0.2534624,1.854202,0.8606191,0.2418503,1.406865,1.23537,2.06902,1.448462,0.2232829,sut 37 sst who
CN 105865 AGL,NA,37,1,"Rosthern, Canada",2016,30.85089,1.069089,1.485078,2.180187,1.171762,3.428114,4.853266,1.034687,1.187178,1.244207,0.2500955,1.993973,0.8833181,0.2572305,1.433375,1.256609,2.158605,1.463321,0.228714,16 ros 037
CN 105865 AGL,NA,37,1,"Sutherland, Canada",2016,33.6934,1.278156,1.550002,2.370035,1.248783,3.607225,5.167908,1.100433,1.284395,1.326738,0.25362,2.056863,0.9199629,0.2691463,1.489498,1.324284,2.29912,1.534788,0.2446979,16 sut 037
CN 105895 AGL,NA,38,1,"Rosthern, Canada",2017,31.1895,0.8973023,1.51016,2.450253,1.187201,3.498581,4.882303,1.212898,1.176441,1.253131,0.2823434,1.902932,0.9118752,0.2633474,1.491885,1.293054,2.210838,1.516563,0.2444662,ros 38 sst who
CN 105895 AGL,NA,38,1,"Sutherland, Canada",2017,30.69998,0.9107855,1.484949,2.371113,1.168906,3.445775,4.809356,1.125551,1.219666,1.243649,0.267282,1.92621,0.8865227,0.2595047,1.492495,1.287864,2.180243,1.501691,0.2389669,sut 38 sst who
CN 105895 AGL,NA,38,1,"Rosthern, Canada",2016,30.96235,0.9752747,1.499442,2.20249,1.178726,3.597326,4.920156,1.031239,1.208998,1.245319,0.2496853,1.997941,0.8606661,0.2735452,1.462221,1.276746,2.197372,1.471062,0.2352872,16 ros 038
CN 105895 AGL,NA,38,1,"Sutherland, Canada",2016,31.7249,1.063161,1.512027,2.274596,1.199952,3.595149,4.98213,1.072853,1.222244,1.247224,0.2595933,1.997486,0.8688619,0.2694868,1.47777,1.297131,2.229814,1.493274,0.2371109,16 sut 038
CN 106265 AGL,NA,39,1,"Rosthern, Canada",2017,28.36999,0.8115988,1.371335,2.153734,1.101008,3.227556,4.470919,1.111719,1.127355,1.168532,0.2712688,1.811023,0.838515,0.2546357,1.373385,1.186293,2.020429,1.397709,0.2249752,ros 39 sst who
CN 106265 AGL,NA,39,1,"Sutherland, Canada",2017,28.07295,0.8461348,1.3339,2.103046,1.092442,3.155394,4.354085,1.078636,1.105461,1.157208,0.2670457,1.76141,0.8255298,0.250228,1.335602,1.15953,1.965907,1.36514,0.2229149,sut 39 sst who
CN 106265 AGL,NA,39,1,"Rosthern, Canada",2016,29.58195,1.003301,1.406574,1.983482,1.154658,3.35778,4.619283,1.031772,1.209184,1.226796,0.2378976,1.925398,0.8236725,0.2727053,1.37524,1.20416,2.097053,1.398486,0.2278569,16 ros 039
CN 106265 AGL,NA,39,1,"Sutherland, Canada",2016,30.07422,1.072306,1.41944,2.080638,1.156715,3.37636,4.673204,1.02202,1.161149,1.205654,0.2561429,1.899231,0.8302792,0.2567059,1.367333,1.215831,2.093387,1.405759,0.2230946,16 sut 039
CN 108369 AGL,NA,40,1,"Rosthern, Canada",2017,28.9058,0.9518384,1.385061,2.158566,1.115066,3.180435,4.494504,1.117368,1.114315,1.18186,0.2609379,1.827002,0.853202,0.2491594,1.382515,1.215245,2.027689,1.410334,0.2267634,ros 40 sst who
CN 108369 AGL,NA,40,1,"Sutherland, Canada",2017,27.47354,0.8851783,1.312723,2.006863,1.065404,2.979957,4.232181,1.064273,1.072784,1.150522,0.2515381,1.74548,0.8188904,0.2441338,1.315972,1.156172,1.928291,1.350001,0.2155921,sut 40 sst who
CN 108369 AGL,NA,40,1,"Rosthern, Canada",2016,29.79453,0.97699,1.413934,2.044079,1.140786,3.320192,4.642822,1.055816,1.175223,1.242273,0.2410648,1.930506,0.8306843,0.2594495,1.385768,1.2215,2.110832,1.424618,0.2270674,16 ros 040
CN 108369 AGL,NA,40,1,"Sutherland, Canada",2016,31.92806,1.176444,1.491157,2.239077,1.198409,3.471252,4.935958,1.029005,1.23637,1.284702,0.2498045,1.995098,0.8810795,0.2603628,1.450762,1.287775,2.220267,1.490913,0.2334446,16 sut 040
CN 108370 AGL,NA,41,1,"Rosthern, Canada",2017,29.17856,0.8589339,1.443298,2.201095,1.151771,3.321534,4.660237,1.171001,1.194394,1.188322,0.2658838,1.928121,0.8794447,0.2687443,1.448457,1.258122,2.106778,1.468999,0.2288134,ros 41 sst who
CN 108370 AGL,NA,41,1,"Sutherland, Canada",2017,27.93262,0.8170869,1.376068,2.029605,1.101526,3.044086,4.296289,1.109694,1.179218,1.165981,0.2642917,1.829711,0.8202749,0.2505274,1.381344,1.204588,1.990761,1.394889,0.2205456,sut 41 sst who
CN 108370 AGL,NA,41,1,"Rosthern, Canada",2016,32.06034,0.9892081,1.582566,2.281904,1.268783,3.720809,5.151429,1.17346,1.288477,1.288537,0.2631588,2.134107,0.930784,0.290173,1.552082,1.351284,2.319801,1.56296,0.2440644,16 ros 041
CN 108370 AGL,NA,41,1,"Sutherland, Canada",2016,32.10789,1.049163,1.567691,2.279419,1.244453,3.634058,5.078323,1.149032,1.236539,1.254632,0.2749835,2.07442,0.9304584,0.2772211,1.514624,1.335594,2.268701,1.52957,0.2401587,16 sut 041
Crimson AGL,NA,42,1,"Rosthern, Canada",2017,27.95895,0.762388,1.341626,2.064027,1.109642,3.146207,4.401314,1.17904,1.127505,1.159495,0.2608967,1.815235,0.8314404,0.2557046,1.357701,1.178844,2.008142,1.392591,0.2221854,ros 42 sst who
Crimson AGL,NA,42,1,"Sutherland, Canada",2017,27.79395,0.9184712,1.328887,2.045137,1.08286,2.970267,4.242273,1.072453,1.133667,1.164895,0.2582574,1.747367,0.8182247,0.2388573,1.340758,1.161381,1.958914,1.364163,0.2195314,sut 42 sst who
Crimson AGL,NA,42,1,"Rosthern, Canada",2016,30.53731,1.044688,1.443581,2.077608,1.195538,3.446805,4.761157,1.044014,1.262626,1.263868,0.2408318,1.969198,0.8427556,0.2712086,1.425622,1.252272,2.165466,1.448102,0.2310381,16 ros 042
Crimson AGL,NA,42,1,"Sutherland, Canada",2016,30.14918,0.9945067,1.424615,2.053686,1.170204,3.381584,4.679843,1.055868,1.16405,1.219429,0.2561727,1.916745,0.8555878,0.2635188,1.39463,1.226901,2.110583,1.412804,0.2297101,16 sut 042
DPL 62 AGL,NA,43,1,"Rosthern, Canada",2017,29.16324,0.9344634,1.420515,2.237753,1.131338,3.302675,4.567012,1.167163,1.146959,1.195041,0.2784236,1.852805,0.8634018,0.2556227,1.408588,1.236995,2.066659,1.445314,0.2274831,ros 43 sst who
DPL 62 AGL,NA,43,1,"Sutherland, Canada",2017,27.76237,1.012311,1.337616,2.007195,1.088829,2.916378,4.11745,1.022963,1.054016,1.153093,0.2716259,1.67539,0.7960993,0.2321487,1.32356,1.16113,1.940639,1.35784,0.221022,sut 43 sst who
DPL 62 AGL,NA,43,1,"Rosthern, Canada",2016,30.31703,1.091599,1.449999,2.156535,1.162666,3.520986,4.75913,1.034702,1.190384,1.238511,0.2502179,1.941713,0.8354277,0.2684897,1.395197,1.230523,2.13717,1.437705,0.228442,16 ros 043
DPL 62 AGL,NA,43,1,"Sutherland, Canada",2016,30.7493,1.183731,1.451596,2.112317,1.149526,3.363812,4.686547,1.015319,1.156704,1.224309,0.2543917,1.919143,0.8350743,0.2501608,1.393034,1.236649,2.114132,1.427583,0.224591,16 sut 043
Eston AGL,NA,44,1,"Rosthern, Canada",2017,28.01654,0.8613786,1.342109,2.073546,1.087754,3.185502,4.336823,1.128425,1.07682,1.152137,0.2692906,1.783383,0.8313227,0.2580594,1.334197,1.177717,1.960823,1.366868,0.2182914,ros 44 sst who
Eston AGL,NA,44,1,"Sutherland, Canada",2017,29.21228,1.024796,1.398423,2.209667,1.131268,3.273345,4.495744,1.152391,1.112339,1.173559,0.2718869,1.822464,0.8655996,0.2546723,1.375953,1.206563,2.024687,1.41048,0.2274931,sut 44 sst who
Eston AGL,NA,44,1,"Rosthern, Canada",2016,29.74034,0.9803775,1.423772,2.057594,1.145321,3.417903,4.633747,1.020733,1.178983,1.230167,0.2535366,1.924893,0.8333818,0.2692122,1.376554,1.217802,2.095585,1.413984,0.2263015,16 ros 044
Eston AGL,NA,44,1,"Sutherland, Canada",2016,30.34932,1.09396,1.418707,2.064241,1.149065,3.396152,4.636498,1.011592,1.141572,1.209522,0.2585158,1.888314,0.8410439,0.2620076,1.370595,1.215224,2.082083,1.394693,0.2257859,16 sut 044
Gudo AGL,NA,45,1,"Rosthern, Canada",2017,30.20239,0.889887,1.473528,2.366296,1.163684,3.4566,4.815053,1.194366,1.177239,1.243218,0.2738812,1.916983,0.9262673,0.2723032,1.465121,1.28936,2.152883,1.498027,0.2345954,ros 45 sst who
Gudo AGL,NA,45,1,"Sutherland, Canada",2017,29.61911,0.9746434,1.473969,2.320626,1.171766,3.318078,4.658654,1.053753,1.144132,1.242289,0.284252,1.834212,0.8947056,0.2516395,1.454585,1.287808,2.129477,1.48332,0.2317778,sut 45 sst who
Gudo AGL,NA,45,1,"Rosthern, Canada",2016,32.08002,1.072669,1.572461,2.374271,1.217855,3.714263,5.078658,1.065153,1.267381,1.297183,0.2749622,2.067624,0.9245474,0.2715805,1.518002,1.334871,2.281064,1.546312,0.242027,16 ros 045
Gudo AGL,NA,45,1,"Sutherland, Canada",2016,31.32425,1.128461,1.509061,2.25908,1.183955,3.478667,4.91405,1.039507,1.177312,1.248151,0.2605577,1.957589,0.9025679,0.2567849,1.44474,1.294857,2.196575,1.484769,0.228403,16 sut 045
IG 1046 AGL,NA,46,1,"Rosthern, Canada",2017,30.32854,0.8992038,1.491669,2.313529,1.19985,3.528295,4.771219,1.22051,1.221626,1.238434,0.3005659,1.947373,0.920814,0.2797629,1.478317,1.297016,2.164157,1.504234,0.2404519,ros 46 sst who
IG 1046 AGL,NA,46,1,"Sutherland, Canada",2017,28.72168,0.8992459,1.382125,2.108724,1.131757,3.287874,4.421596,1.177448,1.170653,1.173207,0.2841743,1.843277,0.8720165,0.2734459,1.374861,1.200119,2.020013,1.399248,0.2299501,sut 46 sst who
IG 1046 AGL,NA,46,1,"Rosthern, Canada",2016,32.27403,1.093169,1.552755,2.284371,1.263931,3.770732,4.894464,1.13197,1.379722,1.319366,0.2983319,2.060936,0.9183832,0.283014,1.509229,1.322676,2.260566,1.527715,0.252655,16 ros 046
IG 1046 AGL,NA,46,1,"Sutherland, Canada",2016,31.12529,1.034251,1.466598,2.130307,1.193979,3.592421,4.781825,1.077289,1.246452,1.250635,0.2755205,1.961066,0.8710396,0.2782817,1.419116,1.255068,2.16247,1.441502,0.2418327,16 sut 046
IG 1706 AGL,NA,47,1,"Rosthern, Canada",2017,31.02175,0.8681644,1.518436,2.368239,1.190176,3.694859,4.919239,1.251198,1.224038,1.241155,0.3051066,1.965554,0.8964418,0.2773968,1.516073,1.325953,2.231951,1.532971,0.2453658,ros 47 sst who
IG 1706 AGL,NA,47,1,"Sutherland, Canada",2017,30.76931,0.9421557,1.506501,2.375457,1.199412,3.579877,4.83151,1.206014,1.217753,1.236832,0.3019429,1.917198,0.9034256,0.2713381,1.501718,1.306898,2.203054,1.51669,0.2456246,sut 47 sst who
IG 1706 AGL,NA,47,1,"Rosthern, Canada",2016,35.1373,1.228244,1.677561,2.563641,1.340886,4.111666,5.354896,1.178337,1.491894,1.392064,0.3153422,2.212476,0.982174,0.3072824,1.645895,1.431993,2.44278,1.636194,0.2706875,16 ros 047
IG 1706 AGL,NA,47,1,"Sutherland, Canada",2016,33.41897,1.077753,1.589365,2.525362,1.26285,4.059201,5.289658,1.162164,1.333634,1.329455,0.2873209,2.120398,0.9390941,0.2953805,1.570425,1.358145,2.376521,1.576829,0.2588629,16 sut 047
IG 1959 AGL,NA,48,1,"Rosthern, Canada",2017,28.16095,0.8439443,1.393502,2.097835,1.102294,3.260583,4.356798,1.116606,1.102148,1.160085,0.2948869,1.778566,0.8326721,0.2588047,1.373037,1.213049,2.001823,1.394853,0.2226424,ros 48 sst who
IG 1959 AGL,NA,48,1,"Sutherland, Canada",2017,28.71034,0.9292096,1.375566,2.121971,1.093706,3.286587,4.417531,1.174175,1.134001,1.151597,0.2792128,1.833729,0.8583486,0.2678004,1.371046,1.192822,2.003739,1.383895,0.2267192,sut 48 sst who
IG 1959 AGL,NA,48,1,"Rosthern, Canada",2016,27.83276,0.8453147,1.351325,1.857491,1.066374,3.273863,4.358021,0.9968075,1.125199,1.157294,0.2575755,1.850351,0.7934574,0.2740497,1.291011,1.14415,1.968088,1.319997,0.2158822,16 ros 048
IG 1959 AGL,NA,48,1,"Sutherland, Canada",2016,27.54533,0.9907883,1.288303,1.767861,1.030227,3.016041,4.138735,0.946895,1.043417,1.111528,0.2508073,1.764146,0.7754213,0.2480102,1.242635,1.100611,1.881501,1.257555,0.207524,16 sut 048
IG 4258 AGL,NA,49,1,"Rosthern, Canada",2017,28.24574,0.9667934,1.349871,2.127081,1.056976,3.080439,4.38135,1.076828,1.081386,1.138168,0.250416,1.789396,0.8211145,0.2350284,1.354675,1.178314,1.985348,1.388692,0.2131233,ros 49 sst who
